Time, Position, Rotation
10:13:24:292,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:24:796,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:25:301,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:25:83,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:26:337,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:26:839,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:27:346,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:27:85,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:28:351,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:28:856,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:29:364,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:29:869,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:30:373,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:30:878,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:31:378,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:31:882,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:32:381,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:32:885,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:33:384,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:33:889,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:34:392,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:34:893,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:35:396,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:35:899,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:36:405,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:36:906,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:37:408,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:37:922,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:38:422,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:38:925,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:39:429,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:39:932,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:40:436,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:40:935,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:41:439,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:41:943,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:42:449,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:42:956,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:43:462,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:43:967,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:44:47,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:44:974,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:45:479,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:45:982,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:46:873,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:47:378,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:47:883,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:48:389,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:48:893,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:49:398,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:49:902,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:50:405,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:50:906,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:51:409,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:51:909,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
