Time, Position, Rotation
10:40:50:692,(0.803. 1.562. -0.431),(-0.075. 0.985. -0.137. -0.077)
10:40:51:198,(0.663. 1.565. -0.343),(0.007. 0.989. -0.129. 0.069)
10:40:51:706,(0.568. 1.576. -0.285),(-0.029. 0.987. -0.097. 0.123)
10:40:52:216,(0.606. 1.578. -0.082),(-0.019. 0.993. -0.060. 0.103)
10:40:52:729,(0.657. 1.582. 0.059),(0.046. 0.997. -0.030. 0.050)
10:40:53:237,(0.511. 1.595. 0.127),(0.000. 0.998. -0.034. 0.053)
10:40:53:749,(0.416. 1.600. 0.162),(0.003. 0.996. -0.024. 0.089)
10:40:54:261,(0.487. 1.591. 0.189),(-0.019. 0.997. -0.030. 0.074)
10:40:54:771,(0.545. 1.586. 0.190),(-0.002. 0.997. -0.044. 0.066)
10:40:55:285,(0.567. 1.585. 0.195),(0.015. 0.998. -0.037. 0.057)
10:40:55:803,(0.540. 1.582. 0.184),(0.010. 0.995. -0.053. 0.083)
10:40:56:315,(0.524. 1.572. 0.183),(0.010. 0.992. -0.069. 0.104)
10:40:56:826,(0.503. 1.570. 0.171),(0.017. 0.992. -0.075. 0.103)
10:40:57:336,(0.485. 1.571. 0.165),(0.012. 0.992. -0.063. 0.111)
10:40:57:847,(0.481. 1.568. 0.162),(-0.003. 0.992. -0.077. 0.102)
10:40:58:358,(0.483. 1.568. 0.173),(-0.006. 0.993. -0.068. 0.097)
10:40:58:869,(0.494. 1.566. 0.183),(-0.008. 0.993. -0.067. 0.097)
10:40:59:385,(0.501. 1.570. 0.181),(-0.002. 0.992. -0.077. 0.099)
10:40:59:891,(0.498. 1.569. 0.182),(-0.006. 0.991. -0.085. 0.108)
10:41:00:402,(0.496. 1.561. 0.174),(-0.011. 0.987. -0.118. 0.112)
10:41:00:912,(0.501. 1.563. 0.182),(-0.005. 0.989. -0.105. 0.100)
10:41:01:424,(0.495. 1.561. 0.171),(0.003. 0.991. -0.111. 0.076)
10:41:01:934,(0.502. 1.567. 0.166),(0.002. 0.992. -0.096. 0.086)
10:41:02:445,(0.535. 1.566. 0.170),(0.001. 0.989. -0.109. 0.096)
10:41:02:957,(0.632. 1.567. 0.207),(0.037. 0.976. -0.096. 0.190)
10:41:03:468,(0.770. 1.545. 0.276),(0.194. 0.797. -0.101. 0.562)
10:41:03:975,(0.827. 1.531. 0.176),(0.232. 0.631. -0.156. 0.724)
10:41:04:484,(0.819. 1.528. 0.173),(0.242. 0.334. -0.051. 0.910)
10:41:04:989,(0.751. 1.545. 0.289),(0.224. 0.180. 0.017. 0.958)
10:41:05:495,(0.705. 1.536. 0.442),(0.222. 0.180. 0.008. 0.958)
10:41:06:005,(0.775. 1.531. 0.495),(0.231. 0.226. -0.043. 0.945)
10:41:06:51,(0.983. 1.524. 0.518),(0.235. 0.152. -0.048. 0.959)
10:41:07:017,(1.072. 1.513. 0.588),(0.259. 0.054. -0.050. 0.963)
10:41:07:527,(1.031. 1.509. 0.751),(0.292. 0.057. -0.006. 0.955)
10:41:08:037,(0.977. 1.489. 0.907),(0.330. -0.007. 0.006. 0.944)
10:41:08:548,(1.024. 1.494. 0.929),(0.322. -0.172. 0.024. 0.931)
10:41:09:048,(1.140. 1.500. 0.909),(0.309. -0.185. -0.006. 0.933)
10:41:09:559,(1.225. 1.485. 0.907),(0.332. -0.197. -0.044. 0.921)
10:41:10:069,(1.257. 1.477. 0.907),(0.331. -0.257. -0.055. 0.906)
10:41:10:569,(1.200. 1.482. 0.943),(0.316. -0.277. -0.026. 0.907)
10:41:11:08,(1.059. 1.460. 1.081),(0.374. -0.188. 0.028. 0.908)
10:41:11:592,(1.008. 1.429. 1.173),(0.434. -0.014. -0.012. 0.901)
10:41:12:102,(1.084. 1.415. 1.249),(0.467. -0.030. -0.022. 0.883)
10:41:12:602,(1.141. 1.386. 1.295),(0.508. -0.083. -0.021. 0.857)
10:41:13:114,(1.109. 1.399. 1.277),(0.474. -0.180. 0.018. 0.862)
10:41:13:623,(1.101. 1.399. 1.263),(0.483. -0.187. 0.026. 0.855)
10:41:14:134,(1.108. 1.393. 1.259),(0.508. -0.099. 0.013. 0.856)
10:41:14:645,(1.117. 1.402. 1.253),(0.486. -0.066. -0.014. 0.871)
10:41:15:146,(1.078. 1.452. 1.230),(0.355. -0.118. 0.031. 0.927)
10:41:15:656,(1.106. 1.493. 1.224),(0.155. -0.147. 0.069. 0.974)
10:41:16:167,(1.173. 1.502. 1.213),(0.084. 0.024. 0.013. 0.996)
10:41:16:667,(1.088. 1.487. 1.191),(0.120. 0.066. 0.010. 0.990)
10:41:17:168,(1.124. 1.527. 1.039),(0.068. 0.013. -0.005. 0.998)
10:41:17:678,(1.233. 1.519. 0.864),(0.165. 0.190. -0.105. 0.962)
10:41:18:182,(1.234. 1.505. 0.712),(0.158. 0.692. -0.201. 0.675)
10:41:18:681,(1.126. 1.473. 0.742),(0.209. 0.726. -0.305. 0.579)
10:41:19:189,(1.052. 1.445. 0.720),(0.255. 0.694. -0.348. 0.577)
10:41:19:7,(1.014. 1.444. 0.593),(0.258. 0.672. -0.361. 0.593)
10:41:20:213,(1.011. 1.443. 0.542),(0.298. 0.649. -0.345. 0.609)
10:41:20:722,(1.028. 1.424. 0.534),(0.310. 0.645. -0.360. 0.598)
10:41:21:228,(1.059. 1.436. 0.559),(0.262. 0.679. -0.305. 0.615)
10:41:21:735,(1.048. 1.456. 0.565),(0.232. 0.688. -0.268. 0.633)
10:41:22:245,(1.023. 1.487. 0.534),(0.103. 0.709. -0.140. 0.684)
10:41:22:754,(1.073. 1.480. 0.560),(0.141. 0.718. -0.109. 0.673)
10:41:23:256,(1.287. 1.409. 0.664),(0.224. 0.678. -0.158. 0.682)
10:41:23:766,(1.382. 1.397. 0.682),(0.210. 0.725. -0.203. 0.623)
10:41:24:283,(1.339. 1.463. 0.644),(0.199. 0.881. -0.112. 0.415)
10:41:24:792,(1.316. 1.506. 0.556),(0.118. 0.912. -0.060. 0.388)
10:41:25:299,(1.335. 1.553. 0.518),(0.037. 0.744. 0.041. 0.666)
10:41:25:81,(1.392. 1.584. 0.620),(-0.016. 0.690. 0.154. 0.707)
10:41:26:319,(1.489. 1.606. 0.708),(-0.057. 0.809. 0.227. 0.539)
10:41:26:819,(1.507. 1.605. 0.576),(-0.032. 0.821. 0.205. 0.532)
10:41:27:329,(1.437. 1.635. 0.398),(-0.261. 0.727. 0.375. 0.512)
10:41:27:84,(1.588. 1.641. 0.367),(-0.284. 0.714. 0.469. 0.435)
10:41:28:35,(1.769. 1.629. 0.331),(-0.230. 0.810. 0.381. 0.381)
10:41:28:861,(1.904. 1.638. 0.182),(-0.238. 0.798. 0.305. 0.461)
10:41:29:372,(2.035. 1.626. 0.065),(-0.258. 0.745. 0.244. 0.565)
10:41:29:884,(1.990. 1.627. -0.003),(-0.285. 0.704. 0.212. 0.615)
10:41:30:394,(1.977. 1.631. -0.012),(-0.283. 0.668. 0.204. 0.657)
10:41:30:905,(1.943. 1.633. 0.020),(-0.256. 0.625. 0.218. 0.705)
10:41:31:416,(1.960. 1.627. 0.054),(-0.192. 0.538. 0.188. 0.799)
10:41:31:928,(1.983. 1.650. 0.063),(-0.200. 0.526. 0.189. 0.805)
10:41:32:431,(1.974. 1.722. 0.116),(0.034. 0.478. 0.176. 0.860)
10:41:32:928,(2.107. 1.584. 0.332),(-0.052. -0.090. 0.134. 0.986)
